Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Classification
BFO,Blackrock Florida Municipal 2020 Term Trust,14.2,78982217.6,,2003.0,,,https://www.nasdaq.com/symbol/bfo,microcap
BAF,BlackRock Income Investment Quality Trust,13.535,118423372.63,,2002.0,,,https://www.nasdaq.com/symbol/baf,microcap
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),14.16,243351763.44,,1993.0,,,https://www.nasdaq.com/symbol/bkn,microcap
BTA,BlackRock Long-Term Municipal Advantage Trust,11.46,153818950.62,,2006.0,,,https://www.nasdaq.com/symbol/bta,microcap
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,12.74,53633412.56,,2003.0,,,https://www.nasdaq.com/symbol/mne,microcap
BPK,Blackrock Municipal 2018 Term Trust,15.0,238620420.0,,2001.0,,,https://www.nasdaq.com/symbol/bpk,microcap
BBK,Blackrock Municipal Bond Trust,14.28,150267825.96,,2002.0,,,https://www.nasdaq.com/symbol/bbk,microcap
BBF,BlackRock Municipal Income Investment Trust,14.05,143678938.95,,,,,https://www.nasdaq.com/symbol/bbf,microcap
MUH,"Blackrock MuniHoldings Fund II, Inc.",14.1497,160404989.4154,,1998.0,,,https://www.nasdaq.com/symbol/muh,microcap
MHD,"Blackrock MuniHoldings Fund, Inc.",15.29,216983600.9,,1997.0,,,https://www.nasdaq.com/symbol/mhd,microcap
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",12.19,274528052.21,,,,,https://www.nasdaq.com/symbol/mue,microcap
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",11.99,156089129.24,,1998.0,,,https://www.nasdaq.com/symbol/mus,microcap
MVT,"Blackrock MuniVest Fund II, Inc.",13.9,296144823.7,,1993.0,,,https://www.nasdaq.com/symbol/mvt,microcap
MYC,"Blackrock MuniYield California Fund, Inc.",13.39,286807024.66,,1992.0,,,https://www.nasdaq.com/symbol/myc,microcap
MYF,Blackrock MuniYield Investment Fund,13.95,191086569.9,,1992.0,,,https://www.nasdaq.com/symbol/myf,microcap
MFT,Blackrock MuniYield Investment QualityFund,12.96,109862347.68,,1992.0,,,https://www.nasdaq.com/symbol/mft,microcap
MPA,Blackrock MuniYield Pennsylvania Quality Fund,13.17,175850647.05,,1992.0,,,https://www.nasdaq.com/symbol/mpa,microcap
MQT,"Blackrock MuniYield Quality Fund II, Inc.",12.05,271824008.45,,1992.0,,,https://www.nasdaq.com/symbol/mqt,microcap
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,12.44,161422360.56,,,,,https://www.nasdaq.com/symbol/bny,microcap
BLH,Blackrock New York Municipal 2018 Term Trust,14.8,53768814.4,,2001.0,,,https://www.nasdaq.com/symbol/blh,microcap
BSE,Blackrock New York Municipal Income Quality Trust,12.635,82375904.1,,2002.0,,,https://www.nasdaq.com/symbol/bse,microcap
BFY,BlackRock New York Municipal Income Trust II,12.72,63662607.84,,2002.0,,,https://www.nasdaq.com/symbol/bfy,microcap
BSD,BlackRock Strategic Municipal Trust Inc. (The),12.61,92154195.25,,1999.0,,,https://www.nasdaq.com/symbol/bsd,microcap
BGX,Blackstone GSO Long Short Credit Income Fund,16.72,212380115.2,,2011.0,,,https://www.nasdaq.com/symbol/bgx,microcap
BSL,Blackstone GSO Senior Floating Rate Term Fund,18.05,275044564.3,,2010.0,,,https://www.nasdaq.com/symbol/bsl,microcap
BLNK,Blink Charging Co.,3.19,78715170.38,,,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/blnk,microcap
BCRH,Blue Capital Reinsurance Holdings Ltd.,9.9,86794933.5,,2013.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/bcrh,microcap
BKEP,"Blueknight Energy Partners L.P., L.L.C.",2.6,105006215.6,,2011.0,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/bkep,microcap
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",6.7499,203567662.3881,,,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/bkepp,microcap
BRG,"Bluerock Residential Growth REIT, Inc.",9.92,235518794.88,,2014.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/brg,microcap
BRQS,"Borqs Technologies, Inc. ",4.6,143995410.0,,2015.0,Technology,EDP Services,https://www.nasdaq.com/symbol/brqs,microcap
BVX,Bovie Medical Corporation,4.94,164025373.98,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bvx,microcap
BCLI,Brainstorm Cell Therapeutics Inc.,3.95,81644635.6,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bcli,microcap
BWG,BrandywineGLOBAL Global Income Opportunities Fund ,11.29,236974785.55,,2012.0,,,https://www.nasdaq.com/symbol/bwg,microcap
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,3.5,188307588.0,,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lnd,microcap
BRID,Bridgford Foods Corporation,13.5374,122876705.5168,,,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/brid,microcap
BCOV,Brightcove Inc.,8.2,294526706.2,,2012.0,Technology,EDP Services,https://www.nasdaq.com/symbol/bcov,microcap
INF,Brookfield Global Listed Infrastructure Income Fund,12.76,176078302.4,,,,,https://www.nasdaq.com/symbol/inf,microcap
BRT,BRT Apartments Corp.,13.0,203772426.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/brt,microcap
BBW,"Build-A-Bear Workshop, Inc.",8.75,131448450.0,,2004.0,Consumer Services,Recreational Products/Toys,https://www.nasdaq.com/symbol/bbw,microcap
BFST,"Business First Bancshares, Inc.",25.98,299631782.58,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bfst,microcap
CFFI,C&F Financial Corporation,66.0,231216414.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cffi,microcap
CGO,Calamos Global Total Return Fund,15.255,129507337.755,,2005.0,,,https://www.nasdaq.com/symbol/cgo,microcap
CMCL,Caledonia Mining Corporation Plc,6.73,71359219.69,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/cmcl,microcap
CALA,"Calithera Biosciences, Inc.",4.75,170940050.25,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cala,microcap
CRUSC,Calvert Management Series,100.02,100020000.0,,,,,https://www.nasdaq.com/symbol/crusc,microcap
CPHC,Canterbury Park Holding Corporation,15.25,68568193.75,,,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/cphc,microcap
CSU,Capital Senior Living Corporation,8.19,255334789.71,,1997.0,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/csu,microcap
CPTA,Capitala Finance Corp.,8.7,139210483.5,,2013.0,,,https://www.nasdaq.com/symbol/cpta,microcap
CIC,Capitol Investment Corp. IV,9.87,117674107.74,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/cic,microcap
CSTR,"CapStar Financial Holdings, Inc.",17.68,211862675.44,,2016.0,Finance,Major Banks,https://www.nasdaq.com/symbol/cstr,microcap
CPST,Capstone Turbine Corporation,1.12,71897066.08,,2000.0,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cpst,microcap
CRR,"Carbo Ceramics, Inc.",8.64,239677496.64,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/crr,microcap
CART,"Carolina Trust BancShares, Inc.",8.0501,57614461.0487,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cart,microcap
CASM,"CAS Medical Systems, Inc.",2.28,65558862.36,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/casm,microcap
ROX,"Castle Brands, Inc.",1.14,192062413.14,,2006.0,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/rox,microcap
CATB,"Catabasis Pharmaceuticals, Inc.",0.7120000000000001,50579354.328,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/catb,microcap
CBIO,"Catalyst Biosciences, Inc. ",11.05,131967155.45,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbio,microcap
CATS,"Catasys, Inc.",9.32,148310753.72,,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cats,microcap
CBFV,"CB Financial Services, Inc.",32.15,174069712.85,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cbfv,microcap
CECE,CECO Environmental Corp.,8.53,297792800.43,,,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/cece,microcap
CELC,Celcuity Inc.,26.11,264215236.32,,2017.0,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/celc,microcap
CLDX,"Celldex Therapeutics, Inc.",0.4703,76396628.7396,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/cldx,microcap
CELH,"Celsius Holdings, Inc.",4.37,223408169.87,,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/celh,microcap
CEN,Center Coast Brookfield MLP & Energy Infrastructur,10.08,292422533.76,,2013.0,,,https://www.nasdaq.com/symbol/cen,microcap
CFBK,Central Federal Corporation,14.31,60842699.91,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbk,microcap
CVCY,Central Valley Community Bancorp,21.07,290461348.87,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cvcy,microcap
CNTY,"Century Casinos, Inc.",8.1,238132045.8,,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/cnty,microcap
CRNT,Ceragon Networks Ltd.,3.33,260176156.74,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/crnt,microcap
CERC,Cerecor Inc.,4.8,167262686.4,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cerc,microcap
CSBR,"Champions Oncology, Inc.",8.69,95812542.21,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/csbr,microcap
CHRA,"Charah Solutions, Inc.",6.97,202708426.36,,2018.0,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/chra,microcap
CKPT,"Checkpoint Therapeutics, Inc.",3.83,122973119.12,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ckpt,microcap
CEMI,"Chembio Diagnostics, Inc.",10.65,150949053.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cemi,microcap
CHMG,Chemung Financial Corp,42.6,204645628.8,,,Finance,Major Banks,https://www.nasdaq.com/symbol/chmg,microcap
CHMI,Cherry Hill Mortgage Investment Corporation,18.39,290903631.03,,2013.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/chmi,microcap
CHKR,Chesapeake Granite Wash Trust,1.75,81812500.0,,2011.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/chkr,microcap
CHMA,"Chiasma, Inc.",2.25,54869361.75,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/chma,microcap
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",9.8,113106278.6,,2017.0,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/csse,microcap
CMRX,"Chimerix, Inc.",4.17,200269570.92,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmrx,microcap
CAAS,"China Automotive Systems, Inc.",4.05,128158216.2,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/caas,microcap
CCRC,"China Customer Relations Centers, Inc.",9.86,180729856.0,,2015.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ccrc,microcap
DL,China Distance Education Holdings Limited,8.76,291873388.8,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dl,microcap
HGSH,"China HGS Real Estate, Inc.",1.5,67575000.0,,,Finance,Real Estate,https://www.nasdaq.com/symbol/hgsh,microcap
CIFS,China Internet Nationwide Financial Services Inc.,13.5,298541538.0,,2017.0,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/cifs,microcap
COE,China Online Education Group,9.05,182637597.5,,2016.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/coe,microcap
XRF,China Rapid Finance Limited,2.24,146492386.88,,2017.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/xrf,microcap
CXDC,China XD Plastics Company Limited,3.35,168463898.85,,,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/cxdc,microcap
CDXC,ChromaDex Corporation,4.55,250502229.25,,,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cdxc,microcap
CHSCP,CHS Inc,30.17,218197223.86,,,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscp,microcap
CDTX,"Cidara Therapeutics, Inc.",4.25,117637836.75,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cdtx,microcap
CZWI,"Citizens Community Bancorp, Inc.",14.0,82801306.0,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/czwi,microcap
CZFC,Citizens First Corporation,26.2,66485251.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/czfc,microcap
CIZN,Citizens Holding Company,23.5,115256455.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cizn,microcap
CIVB,"Civista Bancshares, Inc. ",24.21,261253233.09,,,Finance,Major Banks,https://www.nasdaq.com/symbol/civb,microcap
CACG,ClearBridge All Cap Growth ETF,31.2501,60935194.992,,,,,https://www.nasdaq.com/symbol/cacg,microcap
CLFD,"Clearfield, Inc.",13.4,183045969.8,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clfd,microcap
CLSD,"Clearside Biomedical, Inc.",6.73,215523020.79,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsd,microcap
CLIR,ClearSign Combustion Corporation,2.1,55926049.2,,2012.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clir,microcap
CLPR,Clipper Realty Inc.,11.9,211971784.5,,2017.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clpr,microcap
CLD,Cloud Peak Energy Inc,2.47,187171805.73,,2009.0,Energy,Coal Mining,https://www.nasdaq.com/symbol/cld,microcap
GLV,Clough Global Dividend and Income Fund,12.72,89121878.64,,2004.0,,,https://www.nasdaq.com/symbol/glv,microcap
GLQ,Clough Global Equity Fund,15.0,165385365.0,,2005.0,,,https://www.nasdaq.com/symbol/glq,microcap
CLPS,CLPS Incorporation,13.82,183667800.0,,2018.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/clps,microcap
CMFN,CM Finance Inc,9.1,124598392.1,,2014.0,,,https://www.nasdaq.com/symbol/cmfn,microcap
CMSS,CM Seven Star Acquisition Corporation,9.97,59743001.69,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/cmss,microcap
CCB,Coastal Financial Corporation,16.07,183251079.21,,2018.0,Finance,Major Banks,https://www.nasdaq.com/symbol/ccb,microcap
CWAY,"Coastway Bancorp, Inc.",27.85,122159875.35,,2014.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cway,microcap
COCP,"Cocrystal Pharma, Inc.",3.85,115203842.6,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cocp,microcap
CVLY,"Codorus Valley Bancorp, Inc",31.2,279117134.4,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cvly,microcap
CWBR,"CohBar, Inc.",5.13,217839273.48,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cwbr,microcap
INB,"Cohen & Steers Global Income Builder, Inc.",9.51,220081066.68,,2007.0,,,https://www.nasdaq.com/symbol/inb,microcap
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",10.87,291243605.8,,2013.0,,,https://www.nasdaq.com/symbol/mie,microcap
CLCT,"Collectors Universe, Inc.",13.41,120907818.63,,1999.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/clct,microcap
CXE,Colonial High Income Municipal Trust,5.06,159451256.36,,1989.0,,,https://www.nasdaq.com/symbol/cxe,microcap
CIF,Colonial Intermediate High Income Fund,2.58,50832042.36,,,,,https://www.nasdaq.com/symbol/cif,microcap
CXH,Colonial Investment Grade Municipal Trust,9.24,84178663.8,,1989.0,,,https://www.nasdaq.com/symbol/cxh,microcap
CMU,Colonial Municipal Income Trust,4.5,127442637.0,,1987.0,,,https://www.nasdaq.com/symbol/cmu,microcap
CBAN,"Colony Bankcorp, Inc.",17.7,149374866.6,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cban,microcap
CVGI,"Commercial Vehicle Group, Inc.",9.34,290047367.48,,2004.0,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cvgi,microcap
ESXB,Community Bankers Trust Corporation.,9.1,201214604.5,,,Finance,Major Banks,https://www.nasdaq.com/symbol/esxb,microcap
CFBI,"Community First Bancshares, Inc.",11.591,87375855.75,,2017.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbi,microcap
CWBC,Community West Bancshares,12.0,99042984.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cwbc,microcap
CGEN,Compugen Ltd.,3.6,205909304.4,,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cgen,microcap
CTG,"Computer Task Group, Incorporated",6.02,87117129.68,,,Technology,EDP Services,https://www.nasdaq.com/symbol/ctg,microcap
CIX,CompX International Inc.,13.85,172232464.45,,1998.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cix,microcap
CNAT,Conatus Pharmaceuticals Inc.,5.2,156889449.6,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnat,microcap
CCM,Concord Medical Services Holdings Limited,3.41,147871212.72,,2009.0,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/ccm,microcap
CDOR,"Condor Hospitality Trust, Inc.",10.5,124787187.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor,microcap
CDOR,"Condor Hospitality Trust, Inc.",10.5,124787187.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor,microcap
CFMS,"ConforMIS, Inc.",1.08,68226344.28,,2015.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/cfms,microcap
CNFR,"Conifer Holdings, Inc.",6.5,55382132.0,,2015.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfr,microcap
CWCO,Consolidated Water Co. Ltd.,13.55,202761563.15,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwco,microcap
CNAC,Constellation Alpha Capital Corp.,10.06,51333574.46,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/cnac,microcap
CNACU,Constellation Alpha Capital Corp.,10.35,191785500.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/cnacu,microcap
CNST,"Constellation Pharmaceuticals, Inc.",9.9,254616417.0,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnst,microcap
CPSS,"Consumer Portfolio Services, Inc.",3.59,82385786.33,,1992.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss,microcap
MCF,Contango Oil & Gas Company,5.85,150480339.75,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcf,microcap
CFRX,ContraFect Corporation,1.85,146907678.6,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cfrx,microcap
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",5.0,286030450.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crbp,microcap
CMT,Core Molding Technologies Inc,9.59,76628348.37,,,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/cmt,microcap
CVRS,"Corindus Vascular Robotics, Inc.",1.03,194631623.23,,2015.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cvrs,microcap
CORV,Correvio Pharma Corp.,4.48,156224190.08,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/corv,microcap
CRVS,"Corvus Pharmaceuticals, Inc.",10.04,293146484.28,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs,microcap
ICBK,"County Bancorp, Inc.",25.05,167730341.1,,2015.0,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk,microcap
CVU,"CPI Aerostructures, Inc.",8.7,77892291.9,,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/cvu,microcap
GLDI,Credit Suisse AG,8.1964,110859604.9528,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gldi,microcap
UGLD,Credit Suisse AG,8.19,124001661.42,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ugld,microcap
ZIV,Credit Suisse AG,79.43,142417990.0,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv,microcap
CIK,"Credit Suisse Asset Management Income Fund, Inc.",3.16,165241977.4,,,,,https://www.nasdaq.com/symbol/cik,microcap
DHY,Credit Suisse High Yield Bond Fund,2.62,271073337.72,,1998.0,,,https://www.nasdaq.com/symbol/dhy,microcap
CRHM,CRH Medical Corporation,4.05,294328031.4,,2015.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/crhm,microcap
CRT,Cross Timbers Royalty Trust,15.6,93600000.0,,1992.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crt,microcap
CRWS,"Crown Crafts, Inc.",5.7,57396480.6,,,Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws,microcap
CCLP,CSI Compressco LP,6.0,255508272.0,,2011.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cclp,microcap
